"","group_name","subcategory","item","item_description"
"734","Weapons","Bows","Bell Keeper Bow","Wooden bow used by bell keepers. Very light, and requiring hardly any strength. The bells symbolize forbidden love; the bell keepers, their faithful guardians, ever-ready to annihilate trespassers.They will stand watch for ever and ever, these determined, if ill-fated, marionettes."
"735","Weapons","Bows","Bow of Want","Original: A bow created from the soul of Nashandra. The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land. The smallest of the pieces, sensing its own fragility, yearned for what it lacked. Scholar of the First Sin changed to: A bow created from the soul of Nashandra. The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land. Light and Dark are two sides of the same coin, much like the soul and the curse. The beings who presented themselves to those in search of kinghood were drawn to their awesome strength."
"736","Weapons","Bows","Hunter%27s Blackbow","A black bow designed for long distances. Difficult to handle at first, and requiring some amount of practice to master. The hunting Goddess Evlana was no goddess at all, but rather a brave and highly skilled bow huntress. Long after her demise, the passing of lore transformed her into a deity."
"737","Weapons","Greatbows","Alonne Greatbow#fex","Unique bow equipped by Alonne Knights. This very powerful bow uses great arrows, but each draw of the string requires a great deal of time, leaving the shooter vulnerable. In the heyday of the land, the Old Iron King fancied entertaining dubious and eccentric guests from faraway lands. Most of them were charlatans, but amongst the riff-raff were true masters of authentic and refined arts."" Scholar of the First Sin changed to: Unique bow equipped by Alonne Knights. This very powerful bow uses great arrows, but each draw of the string requires a great deal of time, leaving the shooter vulnerable. In the heyday of the land, the Old Iron King fancied entertaining dubious and eccentric guests from faraway lands. Most of them were charlatans, but among the riff-raff was an unusual knight from the far east. He trained the Iron King's men in the sword, in obeisance to his new lord."
"738","Weapons","Greatbows","Dragonslayer Greatbow#fex","A greatbow said to be used to down ancient dragons flying high above the clouds. Extremely large for a mere bow, and more destructive than any ranged weapon imaginable. Shooting this bow requires the grounding of its stability anchor, which takes time and leaves the shooter vulnerable. Also requires great arrows."
"739","Weapons","Greatbows","Possessed Armor Greatbow","Greatbow wielded by possessed armor. Crafted with multiple layers of iron, resulting in almost excessive sturdiness. These suits of armor were once decorations, until the black fog ruling the tower seized control of them."
"740","Weapons","Greatbows","Twin-Headed Greatbow","A greatbow made of animal bone. The fine craftmanship suggests that it originates in Lanafir. The unusual design appears to have ceremonial implications, but may simply be intended to intimidate foes."
"741","Weapons","Crossbows","Light Crossbow","A standard crossbow. Equip bolts to use. Unlike bows, a crossbow can be held in one hand. Equip up to two types of bolts to give yourself immediate options in battle."
"742","Weapons","Crossbows","Heavy Crossbow","A large crossbow that deals heavy damage. Equip bolts to use. Unlike bows, a crossbow can be held in one hand. Equip up to two types of bolts to give yourself immediate options in battle."
"743","Weapons","Crossbows","Shield Crossbow","Crossbow created from the soul of the Executioner's Chariot. Iron plate serves as a shield while firing. The merciless chariot inflicted agony upon others with utter impunity, and the crossbow created from its soul strives to protect from possible retribution. Effect: guard while firing"
"744","Weapons","Crossbows","Avelyn","An extremely rare rapid-firing crossbow. Fire three successive bolts. Inflict heavy damage by making all three shots count. Fiorenza, the richest merchant in all of Volgen recreated this lost weapon after reading of it in an old book."
"745","Weapons","Crossbows","Sanctum Repeating Crossbow","Crossbow wielded by sanctum knights. Strong attack fires dark bolts. These guardian knights were sentenced to eternal stewardship of the Sanctum in a clandestine ritual carried out in the great depths, but today the sanctum receives nary visitor."
"746","Weapons","Crossbows","Sanctum Crossbow","Crossbow wielded by sanctum knights. Strong attack fires dark bolts. These guardian knights were sentenced to eternal stewardship of the Sanctum in a clandestine ritual carried out in the great depths, but today the sanctum receives nary visitor."
"747","Weapons","Crossbows","Dark Clutch Ring","Ring depicting a hand grasping a stone. Increases dark attack, but reduces physical defence. The origin of this ring is unknown, but its design suggests one of the dark deities. Effective use of this ring requires skill on the part of its wearer."""
"748","Weapons","Staves","Witchtree Branch","Branch of a forest-wandering witchtree. A catalyst for sorceries and hexes. Now it is used as a weapon, but this was originally a part of a witchtree."
"749","Weapons","Staves","Lizard Staff","Staff used by the fallen sorcerers who wander this land. A catalyst for both sorceries and hexes. Particularly well-attuned for sorceries. The lizard bound to its tip is a simple charm, and has no bearing on the staff's powers."
"750","Weapons","Staves","Transgressor%27s Staff","A staff enwreathed in a matte blackness. Found in the heart of the Dark Chasm. A catalyst for sorceries and hexes. No one knows what lies beyond the dark passages found across Drangleic, but perhaps they are better left undisturbed."
"751","Weapons","Staves","Sorcerer%27s Staff","The first staff of most sorcerers. A catalyst for sorceries and hexes. To use sorceries, attune a sorcery at a bonfire and equip a staff. The strength of most sorceries is affected by the caster's intelligence."
"752","Weapons","Staves","Staff of Amana","Staff held by a priestess of Amana. A ritual staff that was not intended for use in battle, but nevertheless it functions as a catalyst for sorceries and hexes. The Demon was contained within the shrine by sacred rituals. but over time the tradition was lost, and the Demon set free. It gained knowledge, and learned to lure humans into its lair using song. Effect: spell damage modifier while human"
"753","Weapons","Staves","Olenford's Staff","Staff of Olenford the sorcerer. A catalyst for sorceries and hexes. Olenford, revered as the father of sorcery in Melfia, sought knowledge that surpassed mankind's ken, and so ventured into the Undead Crypt, and did away with his humanity. Scholar of the First Sin added: Some hold the theory that Melfian sorceries and pyromancies originated within the boundaries of Drangleic, in ages past."
